ActivitySourceName,Activity,SectorSourceName,Sector,SectorType,activity_set
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Not on feed - heifers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Pasture, Livestock population, Not on feed - steers 500+ lbs",NAICS_2017_Code,112111,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Solid storage, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Cattle, Solid storage, Livestock population, Dairy cows",NAICS_2017_Code,112120,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Goats",NAICS_2017_Code,112420,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Goats",NAICS_2017_Code,112420,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Horses",NAICS_2017_Code,112920,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Horses",NAICS_2017_Code,112920,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Sheep",NAICS_2017_Code,112410,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Dry lot, Livestock population, Sheep",NAICS_2017_Code,112410,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Pasture, Livestock population, Goats",NAICS_2017_Code,112420,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Pasture, Livestock population, Horses",NAICS_2017_Code,112920,,ag
StateGHGI_CA,"Agriculture, Manure Management, Other Livestock, Pasture, Livestock population, Sheep",NAICS_2017_Code,112410,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Hens 1+ yr",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Hens 1+ yr",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Other chickens",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Other chickens",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Pullets",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Anaerobic lagoon, Livestock population, Pullets",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Pasture, Livestock population, Broilers",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Pasture, Livestock population, Turkeys",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry with bedding, Livestock population, Broilers",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry with bedding, Livestock population, Broilers",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry with bedding, Livestock population, Turkeys",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry with bedding, Livestock population, Turkeys",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Hens 1+ yr",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Hens 1+ yr",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Other chickens",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Other chickens",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Pullets",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Poultry, Poultry without bedding, Livestock population, Pullets",NAICS_2017_Code,1123,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic digester, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Anaerobic lagoon, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Deep pit, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Liquid/slurry, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Pasture, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Pasture, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Pasture, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Pasture, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Pasture, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - breeding",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market < 50 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 120-179 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 180+ lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Manure Management, Swine, Solid storage, Livestock population, Swine - market 50-119 lbs",NAICS_2017_Code,1122,,ag
StateGHGI_CA,"Agriculture, Rice Cultivation, Field Crops, None, Rice crop area, NA",NAICS_2017_Code,11116,,ag
